1940,care,psychology,373
1941,wars,history,298
1942,dark romance,romance,28
1943,development,psychology,324
1944,pediatrics,psychology,168
1945,illustrations,literature,357
1946,jewish resistance,biography,64
1947,foreign influences,history,68
1948,the tragic,history,48
1949,child development disorders,psychology,28
1950,museum exhibits,history,35
1951,religion and culture,history,115
1952,juvenile poetry,juvenile,695
1953,husbands,fiction,86
1954,ballet,fiction,131
1955,merchants,biography,120
1956,singing,fiction,114
1957,adult,fiction,276
1958,monsters in literature,literature,116
1959,literature and technology,literature,105
1960,child of impaired parents,psychology,66
1961,latin love poetry,poetry,70
1962,pilgrims and pilgrimages,biography,64
1963,heads of state,biography,278
1964,force and energy,juvenile,38
1965,long now manual for civilization,science,185
1966,african american lawyers,biography,42
1967,mayas,politics,163
1968,american didactic fiction,fiction,48
1969,mathematical economics,science,13
1970,political aspects of mass media,politics,129
1971,catalepsy,fiction,348
1972,human reproduction,juvenile,65
1973,capital,history,18
1974,english narrative poetry,poetry,37
1975,chinese medicine,philosophy,26
1976,american short stories,fiction,573
1977,cuban americans,fiction,93
1978,race in literature,literature,471
1979,emergencies,fiction,23
1980,church of ireland,history,20
1981,citizen participation,science,199
1982,french painting,juvenile,81
1983,dystopias in literature,literature,43
1984,conservatives,biography,21
1985,success,psychology,546
1986,universities and colleges,history,350
1987,child psychiatry,psychology,190
1988,explorers in literature,literature,22
1989,government,politics,1657
1990,symbolism in literature,literature,127
1991,legislative bodies,science,110
1992,genetics,psychology,200
1993,depression in children,psychology,22
1994,gems,magic,26
1995,aesthetics in literature,literature,37
1996,glasnost,politics,16
1997,menstruation,juvenile,28
1998,biofeedback training,psychology,14
1999,shades and shadows,philosophy,27
2000,loss,fiction,31
2001,noise,fiction,54
2002,gesellschaft,history,359
2003,japanese poetry,poetry,53
2004,passive resistance,politics,26
2005,rural conditions in literature,literature,21
2006,socialists,biography,155
2007,energy policy,politics,88
2008,national security,politics,740
2009,transgender youth,juvenile,18
2010,humanism,philosophy,325
2011,internal migration,history,86
2012,social adjustment,history,137
2013,successful people,biography,32
2014,combat,history,57
2015,chinese art,history,32
2016,private schools,fiction,204
2017,earth,philosophy,25
2018,australians,fiction,41
2019,complications,psychology,240
2020,antinuclear movement,politics,36
2021,women farmers,fiction,35
2022,clairvoyance,fiction,41
2023,registers,biography,128
2024,law and politics,politics,64
2025,questions and answers,fiction,156
2026,psychology in literature,psychology,214
2027,court and courtiers,history,317
2028,liturgics,history,46
2029,satanism,fiction,110
2030,women heroes,magic,80
2031,english nonsense verses,poetry,47
2032,islamophobia,politics,22
2033,monasteries,fiction,43
2034,high school students,fiction,526
2035,turks,history,92
2036,gay teenagers,fiction,94
2037,courage,fiction,554
2038,indic philosophy,philosophy,44
2039,comparative government,science,133
2040,coal mines and mining,history,61
2041,media literacy,psychology,16
2042,suicide,fiction,655
2043,english philology,literature,70
2044,jacobites,poetry,24
2045,assassination,biography,367
2046,epilepsy,psychology,46
2047,military education,juvenile,42
2048,mexican american families,biography,42
2049,vigilantes,fiction,53
2050,the marvelous,fiction,43
2051,thunderstorms,fiction,32
2052,gold mines and mining,fiction,159
2053,single parents,fiction,53
2054,finance,science,301
2055,commentaries,literature,180
2056,belief and doubt,philosophy,109
2057,ocean liners,fiction,30
2058,american drama,literature,240
2059,effect of environment on,psychology,75
2060,computer viruses,fiction,24
2061,trucks,fiction,122
2062,household moving,fiction,566
2063,diagnosis,psychology,447
2064,industrial design,history,41
2065,aphorisms and apothegms,literature,26
2066,writing skill,history,17
2067,metis,biography,22
2068,engineering,science,139
2069,environmentalism,science,176
2070,germany,history,590
2071,behavior,fiction,1110
2072,wolves,fiction,298
2073,occupations,juvenile,179
2074,medical policy,politics,198
2075,age groups,psychology,35
2076,elementary,biography,73
2077,americanisms,history,19
2078,thanksgiving day,juvenile,134
2079,dating violence,juvenile,31
2080,toys,fiction,485
2081,radio programs,biography,23
2082,internationalism,science,95
2083,work ethic,juvenile,26
2084,figures of speech,history,74
2085,spiritual life,biography,464
2086,europe,history,450
2087,macroeconomics,science,67
2088,judaism and philosophy,philosophy,30
2089,women murderers,fiction,51
2090,social themes,fiction,553
2091,deception,fiction,223
2092,federal government,politics,239
2093,disney,juvenile,49
2094,language arts,poetry,146
2095,gift books,poetry,16
2096,prisoners,biography,477
2097,video games,fiction,222
2098,religion and poetry,poetry,38
2099,visualization,psychology,25
2100,abortion,history,133
2101,colonial administrators,biography,71
2102,pregnancy,fiction,317
2103,awards,biography,81
2104,addition,juvenile,20
2105,hunting stories,fiction,73
2106,philosophers,philosophy,345
2107,women communists,biography,20
2108,domestic animals,fiction,359
2109,forensic anthropology,fiction,26
2110,teleology,philosophy,27
2111,language policy,history,52
2112,feminist literary criticism,literature,209
2113,abused children,biography,154
2114,clothing and dress in literature,literature,26
2115,biographical methods,psychology,70
2116,women journalists,fiction,466
2117,dolphins,fiction,71
2118,emotions in adolescence,psychology,22
2119,military policy,politics,684
2120,legal history,history,37
2121,peacekeeping forces,politics,79
2122,health care issues,history,69
2123,classical philology,history,103
2124,social problems in literature,literature,311
2125,latin literature,literature,319
2126,canadian fiction,fiction,157
2127,shoes,fiction,49
2128,libraries,fiction,348
2129,medical fiction,fiction,115
2130,violence in literature,literature,198
2131,political scientists,biography,80
2132,family problems,fiction,683
2133,nuclear energy,science,57
2134,newspaper publishing,biography,87
2135,constitution,politics,50
2136,review literature as topic,literature,28
2137,idealism,philosophy,58
2138,military life,biography,267
2139,primitive societies,psychology,29
2140,chats,fiction,114
2141,economic aspects,politics,764
2142,english christian literature,literature,144
2143,rats,fiction,110
2144,psychological fiction,fiction,560
2145,paganism,history,52
2146,military art and science,science,295
2147,apprentices,fiction,162
2148,depressed persons,psychology,67
2149,style,history,280
2150,attitude to death,psychology,288
2151,presbyterian church,history,84
2152,autobiographical memory in literature,literature,23
2153,control,fiction,36
2154,democratization,politics,369
2155,social work with children,science,37
2156,warfare,history,94
2157,psychoanalysis and art,psychology,34
2158,political questions and judicial power,history,47
2159,heart,biography,126
2160,statistics,psychology,288
2161,medieval,history,262
2162,authority,history,153
2163,american naval operations,biography,217
2164,deviant behavior,juvenile,71
2165,humanitarian assistance,politics,72
2166,adopted children,psychology,152
2167,causation,philosophy,59
2168,agriculture,history,401
2169,socialites,biography,87
2170,classical epic poetry,poetry,24
2171,selfishness,fiction,48
2172,amish,fiction,125
2173,religious aspects,philosophy,2593
2174,special collections,history,54
2175,muslims,politics,449
2176,homeless persons,fiction,192
2177,cognitive neuroscience,science,185
2178,human experimentation in medicine,psychology,96
2179,justice,philosophy,203
2180,neighborliness,fiction,65
2181,school violence,psychology,59
2182,neurosurgeons,biography,29
2183,night,fiction,183
2184,decentralization in government,politics,102
2185,atomic bomb,biography,82
2186,married women,fiction,303
2187,scholars,biography,246
2188,cognitive psychology,psychology,865
2189,latin poetry,poetry,151
2190,classic fiction,fiction,74
2191,encyclopedias and dictionaries,literature,90
2192,community life,history,291
2193,political satire,literature,17
2194,exceptionalism,history,26
2195,hospitals,psychology,227
2196,british personal narratives,biography,499
2197,adapted for television,fiction,34
2198,cardiovascular system,psychology,46
2199,feminist psychology,psychology,61
2200,actresses,fiction,261
2201,classical civilization,literature,74
2202,race,politics,201
2203,city and town life in literature,literature,187
2204,war,history,1164
2205,diabetics,biography,19
2206,english fantasy literature,fiction,91
2207,parenting,psychology,400
2208,urbanization,science,132
2209,critical theory,philosophy,138
2210,defense industries,science,37
2211,thieves,fiction,242
2212,forests and forestry,fiction,189
2213,renaissance art,literature,42
2214,teeth,fiction,88
2215,comedies,history,65
2216,jealousy,fiction,187
2217,street children,fiction,54
2218,essay,literature,47
2219,jewish children,biography,144
2220,canadian literature,literature,329
2221,foreign public opinion,politics,132
2222,mental health services,psychology,730
2223,mystics,biography,33
2224,investments,juvenile,42
2225,missionary,young,31
2226,life,philosophy,282
2227,emergency management,politics,62
2228,mermaids,fiction,161
2229,economists,biography,130
2230,classical and modern,literature,19
2231,doctrinal theology,history,576
2232,agricultural laborers,biography,107
2233,african american gay men,fiction,29
2234,audiences,psychology,23
2235,young men,young,644
2236,truth,philosophy,133
2237,london,fiction,48
2238,drogues,fiction,63
2239,envy,psychology,26
2240,historic buildings,history,243
2241,psychoanalysis and feminism,psychology,52
2242,concordances,literature,52
2243,slavic literature,literature,28
2244,juvenile audience,juvenile,572
2245,problem youth,fiction,110
2246,cancer,biography,782
2247,soul,philosophy,135
2248,motivation,psychology,139
2249,war correspondents,biography,95
2250,reading,juvenile,400
2251,developmental,psychology,605
2252,myth in literature,literature,214
2253,monuments,juvenile,101
2254,germans,history,257
2255,library catalogs,fiction,20
2256,code and cipher stories,fiction,78
2257,symbolism,philosophy,183
2258,olympics,biography,104
2259,divorce therapy,psychology,50
2260,symbolic and mathematical logic,philosophy,77
2261,great britain,history,2134
2262,sculptors,biography,78
2263,physically handicapped,fiction,84
2264,psychology and literature,psychology,65
2265,painting,biography,331
2266,nuclear arms control,politics,62
2267,american philosophy,philosophy,71
2268,hurricanes,fiction,77
2269,labor,history,250
2270,smell,science,36
2271,france,history,668
2272,behavior modification,psychology,155
2273,guerrillas,biography,227
2274,junior high schools,fiction,63
2275,cultural policy,history,889
2276,tragedies,history,187
2277,minorities,politics,685
2278,illustrators,biography,174
2279,drug control,politics,86
2280,impulse,fiction,21
2281,africans in literature,literature,23
2282,autism in children,psychology,67
2283,forgiveness,philosophy,156
2284,pastoral counseling,psychology,63
2285,genius,fiction,95
2286,carnivals,fiction,57
2287,magic tricks,magic,92
2288,high school graduates,history,24
2289,women in science,science,48
2290,ontario,history,56
2291,succession,literature,249
2292,soccer players,biography,98
2293,social service,science,262
2294,social policy,science,824
2295,computer simulation,psychology,74
2296,terrorists,fiction,261
2297,landscape architecture,philosophy,66
2298,cannibalism,fiction,51
2299,technology and state,philosophy,63
2300,medicare,politics,17
2301,mental disorders,psychology,1309
2302,attention deficit disorder with hyperactivity,psychology,33
2303,american fantasy fiction,fiction,269
2304,commercial policy,history,90
2305,african american men,fiction,236
2306,cycling,fiction,62
2307,land tenure,history,272
2308,sewing,magic,26
2309,anxiety disorders,psychology,90
2310,ethnicity in literature,literature,214
2311,death in literature,literature,177
2312,conflict management,politics,333
2313,spanish poetry,poetry,82
2314,green movement,science,68
2315,slave trade,history,151
2316,asian influences,literature,36
2317,gays,psychology,353
2318,socialist parties,politics,25
2319,environmental conditions,history,244
2320,chinese poetry,poetry,78
2321,afghanistan,biography,38
2322,movies,fiction,77
2323,epic poetry,poetry,97
2324,erotic art,history,23
2325,cultural property,politics,186
2326,african american political activists,biography,112
2327,guilt,fiction,197
2328,philippines,politics,27
2329,pain,psychology,125
2330,critical realism,philosophy,33
2331,mysticism,history,314
2332,criminal liability,psychology,27
2333,espionage,biography,301
2334,music teachers,biography,20
2335,cult,history,128
2336,animal rescue,fiction,116
2337,intelligence levels,psychology,37
2338,satire,fiction,198
2339,collective memory and literature,literature,23
2340,foreign speakers,fiction,80
2341,geriatric psychiatry,psychology,93
2342,folklorists,biography,40
2343,creationism,philosophy,32
2344,american and english,literature,45
2345,baptist,young,30
2346,interracial friendship,fiction,24
2347,interpersonal conflict,psychology,85
2348,creation,philosophy,141
2349,african diaspora,politics,90
2350,rain forest animals,juvenile,35
2351,jack frost,magic,48
2352,computer programming,juvenile,31
2353,classical influences,literature,220
2354,capitalism,history,366
2355,feminism and education,literature,26
2356,english legal stories,fiction,19
2357,nature study,juvenile,48
2358,middle class in literature,literature,45
2359,patient participation,psychology,31
2360,jewish studies,biography,53
2361,accident victims,fiction,51
2362,spouses of clergy,fiction,38
2363,social movements,history,487
2364,islamic countries,psychology,31
2365,english christian poetry,poetry,169
2366,indigenous peoples,politics,422
2367,black nationalism,history,110
2368,bakers and bakeries,magic,43
2369,christian theology,biography,119
2370,high schools,fiction,1588
2371,entertainers,biography,191
2372,anthropological linguistics,politics,26
2373,industrial revolution,juvenile,44
2374,stories,fiction,464
2375,rehabilitation,psychology,948
2376,humorous,fiction,134
2377,afghans,biography,18
2378,virtue,philosophy,65
2379,learning and scholarship,history,257
2380,russian language,literature,151
2381,wisdom literature,literature,93
2382,american sea stories,literature,48
2383,african american singers,biography,37
2384,bed and breakfast accommodations,fiction,74
2385,free african americans,biography,71
2386,letters,fiction,308
2387,multiple sclerosis,psychology,51
2388,mysticism in literature,literature,47
2389,ancient greece,philosophy,16
2390,kangaroos,fiction,39
2391,social norms,science,24
2392,childlessness,psychology,22
2393,aircraft carriers,juvenile,21
2394,women lawyers,fiction,287
2395,justices of the peace,mystery,31
2396,theatrical producers and directors,biography,134
2397,saga,fiction,29
2398,english detective and mystery stories,mystery,468
2399,juvenile riddles,juvenile,79
2400,fear of the dark,fiction,69
2401,devotional literature,literature,146
2402,sports for women,biography,35
2403,civil service,history,107
2404,experimental psychology,psychology,98
2405,cases,science,75
2406,culture conflict,politics,185
2407,lyrics,biography,53
2408,psychoanalysis and literature,literature,413
2409,psychology repression,psychology,35
2410,american espionage,biography,82
2411,webmasters,juvenile,19
2412,body image in women,psychology,55
2413,buddhist literature,literature,47
2414,quantum theory,philosophy,119
2415,emotional problems,fiction,206
2416,literary,fiction,1379
2417,gender identity,psychology,657
2418,teaching,psychology,381
2419,daughters,biography,98
2420,feminist theology,literature,50
2421,canadian aerial operations,biography,45
2422,persecutions,history,316
2423,autobiographies,biography,76
2424,pentecostalism,history,27
2425,tourism,psychology,91
2426,music appreciation,history,29
2427,kittens,fiction,105
2428,medieval literature,literature,616
2429,periodicals,history,527
2430,islamic sociology,politics,19
2431,restaurateurs,fiction,84
2432,communication in science,science,30
2433,islamic ethics,history,17
2434,scholastic,juvenile,28
2435,american satire,literature,28
2436,board books,fiction,1331
2437,railroad travel,fiction,42
2438,italian drama,history,22
2439,literary patrons,literature,47
2440,communist international,history,21
2441,remarriage,fiction,117
2442,imperialism in literature,literature,371
2443,sex in literature,literature,455
2444,art and science,science,37
2445,actors,biography,643
2446,pharmacology,psychology,69
2447,gambling,psychology,273
2448,pragmatism,philosophy,65
2449,taliban,history,97
2450,hate crimes,juvenile,47
2451,novelists,fiction,106
2452,rescues,fiction,253
2453,children of divorced parents,psychology,152
2454,dystopian,fiction,51
2455,character,psychology,102
2456,temps,philosophy,79
2457,environmental aspects,psychology,347
2458,amis et relations,biography,70
2459,women legislators,biography,158
2460,achievement motivation,psychology,42
2461,world health,politics,63
2462,exploration,juvenile,240
2463,psychoanalysis and philosophy,philosophy,42
2464,midwives,fiction,72
2465,empathy,psychology,89
2466,work and family,psychology,60
2467,adulthood,psychology,108
2468,imaginary places,fiction,286
2469,women in development,science,43
2470,christianity in literature,literature,124
2471,stress management,psychology,130
2472,creative activities and seat work,juvenile,150
2473,supernatural in literature,literature,61
2474,discrimination in criminal justice administration,juvenile,34
2475,design,psychology,191
2476,greeks,fiction,115
2477,women editors,fiction,42
2478,tank warfare,biography,44
2479,british participation,history,45
2480,british aerial operations,biography,315
2481,tests,psychology,91
2482,military and warfare,history,78
2483,women air pilots,biography,75
2484,persecution,history,152
2485,personal development,philosophy,12
2486,adultery in literature,literature,21
2487,cocaine,psychology,29
2488,kind,psychology,599
2489,african american musicians,biography,65
2490,cryptography,history,90
2491,color,fiction,368
2492,corporations,politics,171
2493,technical writing,science,31
2494,public administration,politics,278
2495,trust,fiction,120
2496,creative activities,juvenile,14
2497,physicists,biography,211
2498,florida in fiction,fiction,25
2499,spanish drama,history,79
2500,civil war,history,324
2501,christian women,biography,111
2502,internet games,fiction,30
2503,children of alcoholics,biography,66
2504,lost and found possessions,fiction,365
2505,suspense fiction,fiction,729
2506,education and globalization,science,11
2507,editing,literature,109
2508,riots,history,129
2509,world war ii,biography,232
2510,native,young,25
2511,medicine and art,literature,21
2512,mother and infant,psychology,52
2513,international,biography,776
2514,war in art,literature,31
2515,organizational sociology,psychology,40
2516,english didactic fiction,fiction,80
2517,medical ethics,philosophy,474
2518,mental illness in literature,literature,76
2519,colonial influence,politics,134
2520,english songs,poetry,44
2521,zoologists,juvenile,40
2522,morale pratique,psychology,237
2523,atomic bomb victims,biography,19
2524,pragmatics,philosophy,37
2525,terms and phrases,literature,135
2526,traitors,fiction,32
2527,classroom management,psychology,82
2528,problem solving in children,juvenile,19
2529,predatory animals,juvenile,24
2530,women physicians,biography,305
2531,archaeology,philosophy,320
2532,zoo animals,fiction,143
2533,women missionaries,biography,33
2534,symbolism in art,psychology,43
2535,historical reenactments,literature,28
2536,nuclear power plants,history,27
2537,european literature,literature,488
2538,mountaineers,biography,71
2539,pyramids,juvenile,22
2540,homelessness,biography,60
2541,perception,psychology,234
2542,clothing trade,fiction,31
2543,psychological aspects of pregnancy,psychology,21
2544,aging in literature,literature,26
2545,english moralities,history,17
2546,economic history,history,1909
2547,women presidential candidates,biography,53
2548,perceptual disorders,science,22
2549,personnel management,psychology,195
2550,witnesses,fiction,165
2551,violence against,fiction,184
2552,american women novelists,biography,49
2553,school integration,biography,92
2554,sentimentalism in literature,literature,87
2555,vampire,fiction,22
2556,faith,fiction,272
2557,conquerors,biography,36
2558,aristophanes,history,20
2559,juvenile corrections,juvenile,51
2560,children and war,psychology,76
2561,rolling stones,history,17
2562,dissenters,biography,223
2563,wilderness areas,biography,137
2564,fighter pilots,biography,375
2565,national characteristics in literature,literature,309
2566,care and hygiene,juvenile,68
2567,modern military history,history,77
2568,bioethics,philosophy,122
2569,humanities,philosophy,244
2570,animals in fiction,fiction,92
2571,star wars,fiction,24
2572,commercial aeronautics,science,20
2573,english poets,biography,345
2574,comparative studies,history,113
2575,edition,literature,42
2576,honesty,fiction,182
2577,nonverbal communication,history,59
2578,discography,biography,58
2579,parental behavior in animals,fiction,49
2580,sled dogs,fiction,32
2581,just war doctrine,politics,40
2582,central nervous system,biography,48
2583,police in fiction,fiction,122
2584,wizards,magic,447
2585,culture conflict in literature,literature,39
2586,zombies,fiction,241
2587,metaphor,literature,114
2588,reformation,history,283
2589,spring,fiction,101
2590,etiology,psychology,356
2591,political stability,politics,110
2592,english political plays,history,126
2593,shipping,history,46
2594,chinese fiction,fiction,76
2595,hippopotamus,fiction,80
2596,mnemonics,philosophy,17
2597,moral development,psychology,78
2598,western stories,fiction,235
2599,menopause,psychology,36
2600,brief psychotherapy,psychology,48
2601,growth,fiction,233
2602,fetus,psychology,44
2603,german influences,literature,109
2604,research design,psychology,159
2605,travelers,fiction,187
2606,newborn infants,psychology,66
2607,knights and knighthood in literature,literature,203
2608,piracy,fiction,22
2609,river life,literature,23
2610,horsemanship,biography,92
2611,energy,juvenile,56
2612,japanese aerial operations,history,20
2613,hostages,biography,123
2614,mental depression,psychology,241
2615,easy reading materials,fiction,42
2616,hiv infections,psychology,219
2617,courts and courtiers,fiction,282
2618,social behavior,psychology,145
2619,diplomatic negotiations in international disputes,politics,22
2620,detective and mystery films,mystery,39
2621,celtic antiquities,romance,84
2622,fairy godmothers,magic,33
2623,gothic fiction,fiction,447
2624,vegetable gardening,fiction,19
2625,miscegenation in literature,literature,22
2626,english autobiographical fiction,fiction,33
2627,tattooing,psychology,30
2628,sovereignty,politics,113
2629,outsiders in literature,literature,29
2630,brazilian fiction,fiction,22
2631,suffrage,history,257
2632,drugs,juvenile,171
2633,military,biography,785
2634,floods,fiction,77
2635,popular culture,history,1758
2636,snowmen,fiction,56
2637,bounty hunters,fiction,46
2638,mental healing,psychology,127
2639,neoplatonism,philosophy,49
2640,rule of law,politics,78
2641,biblical teaching,history,407
2642,fate and fatalism,fiction,209
2643,treasure troves,fiction,387
2644,caribbean literature,literature,70
2645,child care services,history,13
2646,black race,psychology,23
2647,fear in children,fiction,37
2648,air,juvenile,43
2649,singing games,juvenile,16
2650,sexual hygiene,juvenile,22
2651,problem solving,psychology,226
2652,personality development,psychology,225
2653,housekeepers,fiction,41
2654,rock music,history,289
2655,women and peace,history,31
2656,adult learning,psychology,15
2657,frau,biography,845
2658,sex discrimination,psychology,53
2659,diet,history,86
2660,femininity,psychology,114
2661,conservation and restoration,history,126
2662,african american,politics,235
2663,governmental investigations,history,48
2664,landscapes in literature,literature,183
2665,english national characteristics,psychology,31
2666,running,fiction,65
2667,botany,juvenile,145
2668,gangsters,fiction,142
2669,football stories,fiction,106
2670,environmental justice,politics,31
2671,endowments,science,24
2672,epidemiology,history,143
2673,roman mythology,history,27
2674,motion,fiction,37
2675,superheroes,fiction,545
2676,terminology,literature,222
2677,real estate development,fiction,49
2678,missing persons in fiction,fiction,39
2679,gender identity in literature,literature,329
2680,singes,fiction,34
2681,canadian poetry,poetry,59
2682,italy,history,237
2683,art collections,biography,179
2684,construction industry,biography,20
2685,corrupt practices,history,325
2686,transgender people,biography,129
2687,industrial sociology,psychology,41
2688,industrial relations,history,109
2689,military biography,biography,87
2690,vacations,fiction,301
2691,prohibited books,politics,43
2692,explorers,biography,762
2693,monkeys,fiction,296
2694,wildfires,fiction,27
2695,problem families,fiction,114
2696,risk management,psychology,75
2697,crows,fiction,31
2698,landscape,philosophy,90
2699,women architects,biography,25
2700,acadians,fiction,26
2701,buddhist temples,history,24
2702,american women authors,literature,328
2703,environmental health,psychology,53
2704,tales,juvenile,423
2705,classicists,literature,29
2706,neoliberalism,politics,121
2707,black panther party,history,106
2708,women clergy,biography,39
2709,planets,juvenile,56
2710,blessing and cursing,fiction,220
2711,television programs,fiction,173
2712,united nations,politics,311
2713,koreans,history,66
2714,cybernetics,philosophy,22
2715,femininity in literature,literature,171
2716,sex therapy,psychology,21
2717,gay fathers,fiction,28
2718,freedom of religion,politics,98
2719,national socialism,history,528
2720,caves,fiction,55
2721,childhood,juvenile,35
2722,animal locomotion,juvenile,19
2723,apocrypha,literature,15
2724,in motion pictures,literature,130
2725,boarding schools,fiction,467
2726,fathers,fiction,628
2727,salons,history,24
2728,comparative and general grammar,philosophy,65
2729,food supply,history,78
2730,american aesthetics,literature,38
2731,australian labor party,politics,24
2732,war memorials,history,32
2733,asteroids,history,24
2734,biological weapons,fiction,22
2735,foreign words and phrases,history,33
2736,business ethics,philosophy,126
2737,american erotic literature,literature,27
2738,subculture,biography,78
2739,anger,psychology,165
2740,psychological sexual dysfunctions,psychology,32
2741,psychology of learning,psychology,458
2742,jewish girls,biography,36
2743,career changes,psychology,28
2744,astronautics,juvenile,88
2745,mathematical models,psychology,126
2746,parents of children with disabilities,psychology,64
2747,american influences,literature,112
2748,calendars,mystery,26
2749,theoretical models,psychology,35
2750,policewomen in fiction,fiction,32
2751,books and reading in literature,literature,29
2752,right to die,biography,73
2753,documentary photography,history,81
2754,psychology of reading,psychology,58
2755,medical personnel and patient,psychology,121
2756,african american baseball players,biography,63
2757,paper work,juvenile,40
2758,israel,biography,195
2759,iconography,psychology,16
2760,opera,biography,109
2761,violence in society,psychology,92
2762,cubans,fiction,50
2763,bereavement in children,psychology,59
2764,political ethics,politics,172
2765,dialectical materialism,philosophy,28
2766,social action,juvenile,112
2767,aircraft industry,politics,30
2768,mechanics,science,89
2769,directories,biography,164
2770,immunology,psychology,18
2771,european art,biography,39
2772,psychiatric nursing,psychology,55
2773,african authors,literature,30
2774,communism and literature,literature,79
2775,diseases in literature,literature,51
2776,african american girls,biography,88
2777,chief executive officers,biography,37
2778,subversive activities,history,79
2779,animals in art,juvenile,89
2780,confucian philosophy,philosophy,66
2781,subjectivity,psychology,69
2782,plagiarism,literature,32
2783,customs administration,history,23
2784,guitarists,science,42
2785,interviewing,psychology,30
2786,girls,fiction,1268
2787,jewish literature,literature,156
2788,public policy,politics,1563
2789,motorcycle gangs,history,18
2790,amendments,politics,24
2791,paranormal,fiction,195
2792,psychotherapists,psychology,106
2793,membership,politics,76
2794,end of the world,fiction,110
2795,demoniac possession,history,45
2796,jewish personal narratives,biography,132
2797,indian women,biography,118
2798,theological anthropology,philosophy,131
2799,science fiction films,fiction,46
2800,conduct of life in fiction,fiction,44
2801,population,history,142
2802,parks,fiction,81
2803,social contract,philosophy,31
2804,islam and state,politics,184
2805,equipment and supplies,juvenile,85
2806,dance,fiction,306
2807,substance use,juvenile,65
2808,african american detectives,fiction,27
2809,authoritarianism,politics,167
2810,decolonization in literature,literature,99
2811,trojan war,literature,247
2812,testing,psychology,147
2813,sierra leone,politics,29
2814,peace officers,juvenile,47
2815,petroleum industry and trade,politics,179
2816,college student orientation,psychology,15
2817,jesuits,history,148
2818,tooth fairy,fiction,40
2819,records and correspondence,history,41
2820,sabotage,fiction,72
2821,brigands and robbers,fiction,95
2822,face,psychology,45
2823,military planning,history,41
2824,american political fiction,fiction,65
2825,snow,fiction,261
2826,armies,history,41
2827,adolescent,psychology,759
2828,high school teachers,biography,48
2829,church and social problems,politics,126
2830,people with social disabilities,science,31
2831,motion picture producers and directors,biography,282
2832,orthodox eastern church,history,265
2833,modern literature,literature,1023
2834,career development,psychology,55
2835,cake,fiction,56
2836,torture,history,112
2837,monotheism,politics,32
2838,fraud,fiction,68
2839,reconstruction,biography,64
2840,nazi persecution,biography,45
2841,hunting,fiction,167
2842,oral history,history,189
2843,criminal investigation,fiction,449
2844,communicative disorders,psychology,29
2845,argumentation,history,18
2846,parent and adult child,fiction,112
2847,sound,fiction,120
2848,learning disabled,biography,27
2849,children of cancer patients,biography,20
2850,work,psychology,266
2851,giants,fiction,145
2852,french art,literature,47
2853,field work,biography,40
2854,family violence,psychology,211
2855,country homes,fiction,114
2856,sharks,fiction,69
2857,memoirs,biography,26
2858,spiders,fiction,111
2859,intelligence,psychology,209
2860,dental care,psychology,46
2861,prose literature,literature,83
2862,television in politics,politics,61
2863,cultural assimilation,history,255
2864,glossaries,history,40
2865,women prisoners,juvenile,92
2866,positive psychology,psychology,54
2867,child prostitution,history,16
2868,east indians,fiction,110
2869,medical education,psychology,118
2870,liberty in literature,literature,47
2871,african american boxers,biography,18
2872,culture and globalization,history,56
2873,porcupines,fiction,33
2874,buried treasure,fiction,266
2875,harry potter,history,71
2876,medieval medicine,history,80
2877,adolescence in literature,literature,27
2878,fictional works,fiction,153
2879,asylums,history,20
2880,nervous system,science,142
2881,prisoners and prisons,biography,142
2882,comedy,literature,246
2883,mexican literature,literature,65
2884,ballerinas,fiction,59
2885,military deserters,biography,20
2886,easter,juvenile,130
2887,modern greek literature,literature,17
2888,poverty,science,448
2889,mimesis in literature,literature,78
2890,feminist criticism,literature,122
2891,british espionage,biography,49
2892,young adults,young,350
2893,seminole indians,biography,23
2894,ship physicians,biography,23
2895,stonewall book awards,fiction,193
2896,health care reform,history,74
2897,african american leadership,biography,63
2898,war crimes,history,110
2899,mystery fiction,fiction,1541
2900,comics,fiction,65
2901,culture diffusion,literature,32
2902,community life in literature,literature,36
2903,sustainability,science,49
2904,accounting,biography,31
2905,african philosophy,philosophy,27
2906,spiritualists,fiction,38
2907,age,psychology,20
2908,russian americans,fiction,36
2909,executive power,politics,146
2910,architectural drawing,philosophy,20
2911,etiquette for children and teenagers,juvenile,62
2912,swine,fiction,401
2913,chinese philosophy,philosophy,97
2914,polarity,fiction,98
2915,families in literature,literature,182
2916,film,history,244
2917,allegories,fiction,43
2918,racism,history,974
2919,political leadership,politics,320
2920,fathers of the church,history,127
2921,theaters,biography,72
2922,game theory,politics,35
2923,natural theology,history,43
2924,personal names,history,107
2925,designers,biography,93
2926,disinformation,politics,18
2927,palaces,history,28
2928,virtual reality,fiction,125
2929,polyglot,science,18
2930,ugaritic literature,literature,35
2931,interracial marriage,biography,69
2932,women travelers,literature,119
2933,relocation,history,102
2934,evangelistic work,history,60
2935,women social reformers,biography,228
2936,domestic policy,politics,62
2937,grandparents,fiction,201
2938,discrimination in sports,young,46
2939,aliens,history,120
2940,polygamy,biography,32
2941,ambassadors,biography,128
2942,religion and psychology,psychology,294
2943,buses,fiction,36
2944,eggs,fiction,117
2945,domestic violence,fiction,114
2946,existential psychology,psychology,22
2947,suffering,psychology,138
